YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,Soil type,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2004,Raichur,6943,3020.8,27.0,Red,Basin,60751.00,53.5,Coconut,238542,Rabi,Y1,High
2004,Raichur,7070,3020.8,27.0,Red,Basin,109506.00,52.5,Coconut,1516,Rabi,Y1,High
2004,Raichur,29,3696.0,27.2,Red,Basin,114.00,56.0,Coconut,57259,Rabi,Y1,High
2004,Raichur,1,3696.0,27.2,Red,Basin,3.00,57.0,Coconut,234779,Rabi,Y1,High
2004,Raichur,27,3696.0,27.2,Red,Basin,95.00,57.5,Coconut,1493,Rabi,Y1,High
2004,Gulbarga,5,3965.9,27.1,Red,Basin,19.00,57.0,Coconut,64409,Rabi,Y1,High
2004,Gulbarga,14,3965.9,27.1,Red,Basin,54.00,55.0,Coconut,249978,Rabi,Y1,High
2004,Gulbarga,4,3965.9,27.1,Red,Basin,13.00,56.0,Coconut,200000,Rabi,Y1,High
2004,Gulbarga,35,3863.6,26.8,Red,Basin,123.00,54.0,Coconut,4847,Rabi,Y1,High
2004,Gulbarga,5,3863.6,26.8,Red,Basin,19.00,58.0,Coconut,51239,Rabi,Y1,High
2004,Gulbarga,11,3863.6,26.8,Red,Basin,32.00,58.0,Coconut,216396,Rabi,Y1,High
2004,Gulbarga,3,3625.6,37.0,Red,Basin,8.00,59.0,Coconut,2644,Rabi,Y1,High
2004,Gulbarga,15,3625.6,37.0,Black,Basin,50.00,50.0,Coconut,44235,Rabi,Y1,High
2004,Gulbarga,3,3625.6,37.0,Black,Basin,10.00,54.0,Coconut,203317,Rabi,Y1,High
2004,Gulbarga,8,3905.0,38.0,Black,Basin,29.00,53.0,Coconut,2134,Rabi,Y1,High
2004,Gulbarga,19,3905.0,38.0,Black,Basin,44.00,52.0,Coconut,45186,Rabi,Y1,High
2004,Gulbarga,10,3905.0,38.0,Black,Basin,33.00,51.0,Coconut,238542,Rabi,Y1,High
2004,Gulbarga,4,4019.4,39.0,Black,Basin,14.00,57.0,Coconut,1516,Rabi,Y1,High
2004,Gulbarga,14,4019.4,39.0,Black,Basin,56.00,57.0,Coconut,57259,Rabi,Y1,High
2004,Gulbarga,7,4019.4,39.0,Black,Basin,26.00,60.0,Coconut,234779,Rabi,Y1,High
2004,Gulbarga,13018,3415.5,42.0,Black,Basin,623687.00,58.5,Coconut,761,Zaid,Y1,High
2004,Gulbarga,13388,3415.5,42.0,Black,Basin,63504.00,59.5,Coconut,45608,Zaid,Y1,High
2004,Gulbarga,13478,3415.5,42.0,Black,Basin,63931.00,55.0,Coconut,234581,Zaid,Y1,High
2004,Gulbarga,13603,3193.4,27.0,Black,Spray,118416.00,53.5,Coconut,43562,Zaid,Y1,High
2004,Gulbarga,14602,3193.4,27.0,Black,Spray,130132.00,52.5,Coconut,200000,Zaid,Y1,High
2004,Gulbarga,15386,3193.4,27.0,Black,Spray,154889.00,56.0,Coconut,4847,Zaid,Y1,High
2004,Gulbarga,15761,3296.3,27.0,Black,Spray,171739.00,57.0,Coconut,51239,Zaid,Y1,High
2004,Gulbarga,15828,3296.3,27.0,Black,Spray,172475.00,57.5,Coconut,216396,Zaid,Y1,High
2004,Gulbarga,15994,3296.3,27.0,Black,Spray,177939.00,57.0,Coconut,2644,Zaid,Y1,High
2004,Gulbarga,16043,3875.1,27.2,Black,Spray,313547.00,55.0,Coconut,44235,Zaid,Y1,High
2004,Gulbarga,2832,3875.1,27.2,Black,Spray,2783.00,56.0,Coconut,203317,Zaid,Y1,High
2004,Gulbarga,2320,3875.1,27.2,Black,Spray,1533.00,54.0,Coconut,2134,Zaid,Y1,High
2004,Gulbarga,1432,4102.8,27.0,Black,Spray,1647.00,58.0,Coconut,45186,Zaid,Y1,High
2004,Gulbarga,1168,4102.8,27.0,Black,Spray,975.00,58.0,Coconut,238542,Zaid,Y1,High
2004,Gulbarga,4,4102.8,27.0,Black,Spray,2.00,59.0,Coconut,1516,Zaid,Y1,High
2004,Gulbarga,1010,3020.8,27.0,Black,Spray,836.00,50.0,Coconut,57259,Zaid,Y1,High
2004,Gulbarga,825,3020.8,27.0,Loam,Spray,806.00,54.0,Coconut,234779,Zaid,Y1,High
2004,Gulbarga,737,3020.8,27.0,Loam,Spray,880.00,53.0,Coconut,1493,Zaid,Y1,High
2004,Gulbarga,557,3696.0,27.2,Loam,Spray,770.00,52.0,Coconut,64409,Zaid,Y1,High
2004,Gulbarga,352,3696.0,27.2,Loam,Spray,395.00,51.0,Coconut,249978,Zaid,Y1,High
2004,Gulbarga,190,3696.0,27.2,Loam,Spray,187.00,57.0,Coconut,637,Zaid,Y1,High
2004,Gulbarga,138,3965.9,27.1,Loam,Spray,187.00,57.0,Coconut,43311,Zaid,Y1,High
2004,Gulbarga,100,3965.9,27.1,Loam,Spray,121.00,60.0,Coconut,24848,Zaid,Y1,High
2004,Gulbarga,68,3965.9,27.1,Loam,Spray,103.00,57.0,Coconut,761,Zaid,Y1,High
2004,Gulbarga,48,3863.6,26.8,Loam,Spray,71.00,57.0,Coconut,45608,Zaid,Y1,High
2004,Gulbarga,2419,3863.6,26.8,Loam,Spray,3961.00,54.0,Coconut,234581,Zaid,Y1,High
2004,Gulbarga,2080,3863.6,26.8,Loam,Spray,4247.00,54.5,Coconut,646,Zaid,Y1,High
2004,Gulbarga,1969,3625.6,37.0,Loam,Spray,3290.00,56.6,Coconut,43562,Zaid,Y1,High
2004,Gulbarga,1798,3625.6,37.0,Loam,Spray,3138.00,55.5,Coconut,200000,Zaid,Y1,High
2004,Gulbarga,1805,3625.6,37.0,Loam,Spray,3423.00,58.5,Coconut,4847,Zaid,Y1,High
2004,Gulbarga,1831,3905.0,38.0,Loam,Spray,3899.00,59.5,Coconut,51239,Zaid,Y1,High
2004,Gulbarga,1832,3905.0,38.0,Loam,Spray,4015.00,55.0,Coconut,216396,Zaid,Y1,High
2004,Gulbarga,1867,3905.0,38.0,Loam,Spray,4279.00,53.0,Coconut,2644,Zaid,Y1,High
2004,Gulbarga,1914,4019.4,39.0,Loam,Spray,4167.00,53.5,Coconut,44235,Zaid,Y1,High
2004,Gulbarga,1881,4019.4,39.0,Loam,Spray,4479.00,52.5,Coconut,203317,Zaid,Y1,High
2004,Gulbarga,1853,4019.4,39.0,Loam,Spray,3699.00,56.0,Coconut,2134,Zaid,Y1,High
2004,Gulbarga,366,3415.5,42.0,Red,Spray,71.00,58.0,Coconut,216396,Zaid,Y1,High
2004,Gulbarga,159,3415.5,42.0,Red,Spray,52.00,58.0,Coconut,2644,Zaid,Y1,High
2004,Gulbarga,46,3415.5,42.0,Red,Spray,12.00,59.0,Coconut,44235,Zaid,Y1,High
2006,Gulbarga,5377,3193.4,136.0,Red,Drip,2089.00,54.0,Coffee,637,Zaid,Y1,High
2007,Gulbarga,5968,3193.4,137.0,Red,Drip,2810.00,54.5,Coffee,43311,Zaid,Y1,High
2008,Gulbarga,6035,3193.4,138.0,Red,Drip,841.00,56.6,Coffee,24848,Zaid,Y1,High
2009,Gulbarga,5288,3296.3,139.0,Red,Drip,3550.00,55.5,Coffee,761,Zaid,Y1,High
2004,Gulbarga,3176,3020.8,149.0,Black,Drip,1871.00,57.0,Cardamum,44235,Zaid,Y1,High
2005,Gulbarga,3284,3020.8,150.0,Black,Drip,1868.00,55.0,Cardamum,203317,Zaid,Y1,High
2006,Gulbarga,1237,3696.0,151.0,Black,Drip,127919.00,56.0,Cardamum,2134,Zaid,Y1,High
2007,Gulbarga,840,3696.0,152.0,Black,Drip,75340.00,54.0,Cardamum,45186,Zaid,Y1,High
2008,Gulbarga,311,3696.0,153.0,Black,Drip,29170.00,58.0,Cardamum,238542,Zaid,Y1,High
2009,Gulbarga,26,3965.9,154.0,Black,Drip,1901.00,58.0,Cardamum,1516,Zaid,Y1,High
2004,Madikeri,38,3905.0,164.0,Black,Drip,3830.00,57.0,Pepper,45608,Kharif,Y1,High
2005,Madikeri,46061,3905.0,165.0,Black,Drip,4.00,57.0,Pepper,234581,Kharif,Y1,High
2006,Madikeri,421,4019.4,166.0,Black,Drip,9.00,54.0,Pepper,646,Kharif,Y1,High
2007,Madikeri,10657,4019.4,167.0,Black,Drip,12.00,54.5,Pepper,43562,Kharif,Y1,High
2008,Madikeri,45878,4019.4,168.0,Black,Drip,2089.00,56.6,Pepper,200000,Kharif,Y1,High
2005,Madikeri,46218,3193.4,180.0,Alluvial,Basin,1939.00,55.0,Arecanut,4847,Kharif,Y1,High
2006,Madikeri,128,3193.4,181.0,Alluvial,Basin,1871.00,56.0,Arecanut,51239,Kharif,Y1,High
2007,Madikeri,9455,3193.4,182.0,Alluvial,Basin,1868.00,54.0,Arecanut,216396,Kharif,Y1,High
2008,Madikeri,45936,3296.3,183.0,Alluvial,Basin,127919.00,58.0,Arecanut,2644,Kharif,Y1,High
2009,Madikeri,139,3296.3,184.0,Alluvial,Basin,75340.00,58.0,Arecanut,44235,Kharif,Y1,High
2004,Hassan,7415,3296.3,194.0,Alluvial,Basin,5518.00,57.0,Ginger,249978,Kharif,Y1,High
2005,Hassan,40107,3875.1,195.0,Alluvial,Basin,4912.00,57.0,Ginger,637,Kharif,Y1,High
2006,Hassan,86,3875.1,196.0,Alluvial,Basin,3830.00,54.0,Ginger,43311,Kharif,Y1,High
2007,Hassan,6254,3875.1,197.0,Sandy loam,Basin,4.00,54.5,Ginger,24848,Kharif,Y1,High
2008,Hassan,40197,4102.8,198.0,Sandy loam,Basin,9.00,56.6,Ginger,761,Kharif,Y1,High
2009,Hassan,99,4102.8,199.0,Sandy loam,Basin,12.00,55.5,Ginger,45608,Kharif,Y1,High
2004,Hassan,4614,3965.9,209.0,Sandy loam,Basin,2331.00,57.0,Tea,203317,Kharif,Y1,High
2005,Hassan,4657,3863.6,210.0,Sandy loam,Basin,2088.00,55.0,Tea,2134,Kharif,Y1,High
2006,Hassan,4765,3863.6,211.0,Sandy loam,Basin,2628.00,56.0,Tea,45186,Kharif,Y1,High
2007,Hassan,4927,3863.6,212.0,Sandy loam,Basin,1939.00,54.0,Tea,238542,Kharif,Y1,High
2008,Hassan,5278,3625.6,213.0,Sandy loam,Basin,1871.00,58.0,Tea,1516,Kharif,Y1,High
2009,Hassan,6325,3625.6,214.0,Sandy loam,Basin,1868.00,58.0,Tea,57259,Kharif,Y1,High
2008,Hassan,3,3415.5,27.2,Red laterite,Spray,3830.00,56.6,Paddy,4847,Kharif,Y1,High
2009,Hassan,15,3415.5,27.2,Red laterite,Spray,313547.00,55.5,Paddy,51239,Kharif,Y1,High
2004,Hassan,12362,3875.1,27.2,Red laterite,Spray,395.00,57.0,Groundnut,4847,Kharif,Y1,High
2005,Hassan,12603,3875.1,27.1,Red laterite,Spray,187.00,55.0,Groundnut,51239,Kharif,Y1,High
2006,Hassan,12761,3875.1,27.1,Red laterite,Spray,187.00,56.0,Groundnut,216396,Kharif,Y1,High
2007,Hassan,12887,3193.4,27.1,Red laterite,Spray,121.00,54.0,Groundnut,2644,Kharif,Y1,High
2008,Hassan,13018,3193.4,26.8,Red laterite,Spray,103.00,58.0,Groundnut,44235,Kharif,Y1,High
2009,Hassan,13388,3193.4,26.8,Red laterite,Spray,71.00,58.0,Groundnut,203317,Kharif,Y1,High
2014,Gulbarga,219,4019.4,129.0,Red,Drip,62.00,52.0,Cocoa,238542,Zaid,Y2,High
2010,Gulbarga,293,3296.3,140.0,Red,Drip,109.00,58.5,Coffee,45608,Zaid,Y2,High
2011,Gulbarga,5823,3296.3,141.0,Red,Drip,3368.00,59.5,Coffee,234581,Zaid,Y2,High
2012,Gulbarga,6038,3875.1,142.0,Red,Drip,3671.00,55.0,Coffee,646,Zaid,Y2,High
2013,Gulbarga,5567,3875.1,143.0,Red,Drip,2404.00,53.0,Coffee,43562,Zaid,Y2,High
2014,Gulbarga,5853,3875.1,144.0,Red,Drip,2805.00,53.5,Coffee,200000,Zaid,Y2,High
2015,Gulbarga,4698,4102.8,145.0,Red,Drip,2331.00,52.5,Coffee,4847,Zaid,Y2,High
2010,Gulbarga,10,3965.9,155.0,Black,Drip,972.00,59.0,Cardamum,57259,Kharif,Y2,High
2011,Gulbarga,9,3965.9,156.0,Black,Drip,874.00,50.0,Cardamum,234779,Kharif,Y2,High
2012,Gulbarga,6,3863.6,157.0,Black,Drip,592.00,54.0,Cardamum,1493,Kharif,Y2,High
2013,Gulbarga,9,3863.6,158.0,Black,Drip,864.00,53.0,Cardamum,64409,Kharif,Y2,High
2014,Gulbarga,50,3863.6,159.0,Black,Drip,5373.00,52.0,Cardamum,249978,Kharif,Y2,High
2015,Gulbarga,61,3625.6,160.0,Black,Drip,6589.00,51.0,Cardamum,637,Kharif,Y2,High
2015,Madikeri,131,3415.5,175.0,Alluvial,Basin,2404.00,52.5,Pepper,2134,Kharif,Y2,High
2010,Madikeri,9286,3296.3,185.0,Alluvial,Basin,29170.00,59.0,Arecanut,203317,Kharif,Y2,High
2011,Madikeri,43275,3875.1,186.0,Alluvial,Basin,1901.00,50.0,Arecanut,2134,Kharif,Y2,High
2012,Madikeri,129,3875.1,187.0,Alluvial,Basin,972.00,54.0,Arecanut,45186,Kharif,Y2,High
2013,Madikeri,8355,3875.1,188.0,Alluvial,Basin,874.00,53.0,Arecanut,238542,Kharif,Y2,High
2014,Madikeri,42480,3193.4,189.0,Alluvial,Basin,592.00,52.0,Arecanut,1516,Kharif,Y2,High
2015,Madikeri,142,3193.4,190.0,Alluvial,Basin,864.00,51.0,Arecanut,57259,Kharif,Y2,High
2010,Hassan,6142,4102.8,200.0,Sandy loam,Basin,2089.00,58.5,Ginger,234581,Kharif,Y2,High
2011,Hassan,38712,3020.8,201.0,Sandy loam,Basin,2810.00,59.5,Ginger,646,Kharif,Y2,High
2012,Hassan,86,3020.8,202.0,Sandy loam,Basin,841.00,55.0,Ginger,43562,Kharif,Y2,High
2013,Hassan,5797,3020.8,203.0,Sandy loam,Basin,3550.00,53.0,Ginger,200000,Kharif,Y2,High
2014,Hassan,3611,3696.0,204.0,Sandy loam,Basin,109.00,53.5,Ginger,4847,Kharif,Y2,High
2015,Hassan,4389,3696.0,205.0,Sandy loam,Basin,3368.00,52.5,Ginger,51239,Kharif,Y2,High
2010,Hassan,6663,3625.6,215.0,Sandy loam,Spray,127919.00,59.0,Tea,234779,Kharif,Y2,High
2011,Hassan,6751,3905.0,216.0,Sandy loam,Spray,75340.00,50.0,Tea,1493,Kharif,Y2,High
2012,Hassan,6943,3905.0,217.0,Sandy loam,Spray,29170.00,54.0,Tea,64409,Kharif,Y2,High
2013,Hassan,7070,3905.0,218.0,Sandy loam,Spray,1901.00,53.0,Tea,249978,Kharif,Y2,High
2014,Hassan,29,4019.4,219.0,Sandy loam,Spray,972.00,52.0,Tea,637,Kharif,Y2,High
2015,Hassan,1,4019.4,220.0,Sandy loam,Spray,874.00,51.0,Tea,43311,Kharif,Y2,High
2010,Hassan,3,3415.5,27.2,Red laterite,Spray,2783.00,58.5,Paddy,216396,Kharif,Y2,High
2013,Hassan,10,3193.4,27.0,Red laterite,Spray,975.00,53.0,Paddy,203317,Kharif,Y2,High
2014,Hassan,4,3193.4,27.0,Red laterite,Spray,2.00,53.5,Paddy,2134,Kharif,Y2,High
2015,Hassan,14,3193.4,27.0,Red laterite,Spray,836.00,52.5,Paddy,45186,Kharif,Y2,High
2010,Hassan,13478,3296.3,26.8,Red laterite,Spray,3961.00,59.0,Groundnut,2134,Kharif,Y2,High
2011,Hassan,13508,3296.3,37.0,Red laterite,Spray,4247.00,50.0,Groundnut,45186,Kharif,Y2,High
2012,Hassan,13603,3296.3,37.0,Black cotton,Spray,3290.00,54.0,Groundnut,238542,Kharif,Y2,High
2013,Hassan,14602,3875.1,37.0,Black cotton,Spray,3138.00,53.0,Groundnut,1516,Kharif,Y2,High
2014,Hassan,15386,3875.1,38.0,Black cotton,Spray,3423.00,52.0,Groundnut,57259,Kharif,Y2,High
2015,Hassan,15761,3875.1,38.0,Black cotton,Spray,3899.00,51.0,Groundnut,234779,Kharif,Y2,High
2017,Gulbarga,67,3415.5,132.0,Red,Drip,25.00,57.0,Cocoa,234779,Zaid,Y3,High
2016,Gulbarga,4209,4102.8,146.0,Red,Drip,2088.00,56.0,Coffee,51239,Zaid,Y3,High
2017,Gulbarga,4323,4102.8,147.0,Black,Drip,2628.00,57.0,Coffee,216396,Zaid,Y3,High
2018,Gulbarga,3365,3020.8,148.0,Black,Drip,1939.00,57.5,Coffee,2644,Zaid,Y3,High
2016,Gulbarga,50,3625.6,161.0,Black,Drip,5107.00,57.0,Cardamum,43311,Kharif,Y3,High
2017,Gulbarga,59,3625.6,162.0,Black,Drip,5518.00,57.0,Cardamum,24848,Kharif,Y3,High
2018,Gulbarga,50,3905.0,163.0,Black,Drip,4912.00,60.0,Cardamum,761,Kharif,Y3,High
